MS SubClass,MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Foundation,Heating,Central Air,Electrical,Functional,Garage Type,Garage Finish,Paved Drive,Sale Type,Sale Condition,Lot Frontage,Lot Area,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice
20,RL,Pave,IR1,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,-0.2709100581318819,-0.1410036756984652,-0.2158351399420229,1.3503964704033409,-0.5067184252539721,1.1456170034453859,1.0420354234974636,-0.3918475538202234,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,0.9356814928636435,-0.03212216035291415,-0.19449210115871898,-0.2940229229794508,1.1124251368793592,0.9634949035216994,0.8878860859379191,0.8280307422028474,-0.7831853135907442,-0.10100493596546713,-0.031044205770895658,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,2.24528919051637,-0.2816840808414617,0.6185183669735254,1.1227137297757934,0.3066990922580224,-0.0038131912321951586,0.15309288074344182,0.12724251596182745,0.20775782465229775,-0.21540005119722286,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,2.1311337127428396,-0.6004639594284872,5.424718337331567
20,RL,Pave,IR1,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,New,Partial,0.8793446282333703,0.10700763495316509,-0.2158351399420229,1.3503964704033409,-0.5067184252539721,1.178685569048355,1.089981587709332,-0.12275537275885873,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,1.2761738047120894,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,2.3028359452805276,1.1791762247979654,0.8878860859379191,1.0500692062040087,-0.7831853135907442,-0.10100493596546713,0.1410889700727305,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,0.35416673338464155,0.6185183669735254,1.1630012130408218,1.6219577177686344,1.1591227853504527,0.15309288074344182,0.12724251596182745,0.04945482850598271,-0.17093708592883902,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,2.1311337127428396,-0.6004639594284872,5.378397900948138
20,RL,Pave,IR1,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,New,Partial,-0.1328794957680516,0.0644877838434946,-0.2158351399420229,1.3503964704033409,-0.5067184252539721,1.1456170034453859,1.089981587709332,0.9648255256974901,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,2.4553359914810597,1.331288314540174,0.8878860859379191,1.2414816751705269,-0.7831853135907442,-0.10100493596546713,0.2894796389034427,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,0.6185183669735254,1.1630012130408218,1.6219577177686344,1.8475808834873801,0.15309288074344182,0.12724251596182745,0.7776486107790319,0.48118640467412377,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,1.762677833924375,-0.6004639594284872,5.396024896608593
20,RL,Pave,Reg,Lvl,AllPub,CulDSac,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,-1.2831341821333038,0.02323718202067994,-0.2158351399420229,0.6415713793460515,1.2928997395874087,0.45117712578303365,0.035165975048224635,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.5331326024901172,-0.4998065718930541,1.5248832706977185,0.1790399066074324,0.9348877696608293,0.48445533731862467,-0.156057024735477,0.20530217649844137,-0.7831853135907442,-0.10100493596546713,-0.5138085150334794,-0.8223263272937141,3.8301059273999014,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,-0.9251433155072492,0.2766765812101987,0.3066990922580224,0.25668446752231794,0.15309288074344182,0.12724251596182745,1.094254603071662,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.2888543186505165,-0.6004639594284872,5.2405492482825995
50,RL,Pave,IR1,Lvl,AllPub,CulDSac,Timber,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,-1.1911138072240837,0.45820891262617486,-0.2158351399420229,0.6415713793460515,-0.5067184252539721,0.6165199537978795,0.32284296031943577,0.08466985014260986,1.0364462015527445,2.4612234647134725,-0.021933859434834096,0.16415581887343278,-0.6745140686304619,1.0086403329335945,-0.19449210115871898,-0.2940229229794508,-0.6948142166015735,0.2369894002753301,0.8878860859379191,0.07003736509543515,0.4541997681736381,-0.10100493596546713,0.4299561387298502,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,0.7371054839109219,0.35416673338464155,0.6185183669735254,0.47811399753534034,0.3066990922580224,-0.33873875248799773,0.15309288074344182,0.12724251596182745,0.5876850154034539,-0.17093708592883902,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.8165133178048775,-0.6004639594284872,5.273001272063738
20,RL,Pave,IR1,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,0.5185278950366914,-0.4353425853203335,-0.2158351399420229,1.3503964704033409,-0.5067184252539721,0.9802741754305402,0.802304602438121,-0.08911885012618814,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,0.16415581887343278,0.9356814928636435,-0.4229570207010123,-0.19449210115871898,-0.2940229229794508,1.0418654140104564,0.48899599671391447,0.8878860859379191,0.3890581467062989,-0.7831853135907442,-0.10100493596546713,-0.37135347295599563,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,0.7371054839109219,-0.9175348950675649,-0.9251433155072492,0.9212763134506519,0.3066990922580224,-0.00846493513852575,0.15309288074344182,0.12724251596182745,1.28421819844724,-0.2895049933111959,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.9218809542602713,-0.6004639594284872,5.2564772062416765
80,RL,Pave,IR1,Lvl,AllPub,Corner,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,0.1431816289596089,-0.07081419013533749,-0.2158351399420229,0.6415713793460515,-0.5067184252539721,1.0464113066364784,0.898196930861858,1.9066481594122664,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,0.9356814928636435,0.7539389632685417,-0.19449210115871898,-0.2940229229794508,-1.0863068725193574,-0.41686555264640224,0.8878860859379191,-0.03460145127292817,-0.7831853135907442,-0.10100493596546713,-0.6997914866346386,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,0.6185183669735254,1.0018512799807084,0.3066990922580224,-0.16197248404743525,0.15309288074344182,0.12724251596182745,0.5243638169449278,-0.37843092384796356,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.4480574389864128,-0.6004639594284872,5.273001272063738
20,RL,Pave,Reg,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,0.46525294114187954,0.14686206256043835,-0.2158351399420229,1.3503964704033409,-0.5067184252539721,1.0133427410335094,0.8502507666499894,4.39575083422989,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,0.9356814928636435,1.946204857476504,-0.19449210115871898,-0.2940229229794508,0.07679049477126808,1.9760619486713267,0.8878860859379191,1.945879560967314,-0.7831853135907442,-0.10100493596546713,0.8355573002004636,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,0.6185183669735254,0.9615637967156802,1.6219577177686344,1.0195704681605349,0.15309288074344182,0.12724251596182745,0.8488849590448737,0.24405058990941003,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.8165133178048775,-0.6004639594284872,5.450249108319361
20,RL,Pave,IR1,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,0.5185278950366914,-0.3009290858423005,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,0.8149313474156944,0.5625737813787783,0.5667933412108882,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,2.1207463378769074,0.997549848986373,0.8878860859379191,0.8458959059730559,-0.7831853135907442,-0.10100493596546713,-0.01719441001336252,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,0.35416673338464155,0.6185183669735254,0.7198388971255103,0.3066990922580224,0.45670945549453335,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.18575807435163363,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,1.762677833924375,-0.6004639594284872,5.250420002308894
20,RL,Pave,Reg,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,0.6953038784149299,0.5569565071435588,-0.2158351399420229,1.3503964704033409,-0.5067184252539721,1.0133427410335094,0.898196930861858,0.7517942156905765,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,0.9356814928636435,1.8825295150602408,-0.19449210115871898,-0.2940229229794508,-0.5536947708637676,1.281341061191986,0.8878860859379191,1.1980948488714496,-0.7831853135907442,-0.10100493596546713,0.2558444206351479,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,1.6258683618368481,0.6185183669735254,0.9615637967156802,1.6219577177686344,1.5591727612948834,0.15309288074344182,0.12724251596182745,-0.7420601522255925,3.0303964133947963,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,1.762677833924375,-0.6004639594284872,5.431363764158987
60,RL,Pave,IR1,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,BuiltIn,Fin,Y,WD ,Normal,0.5185278950366914,0.2096899022598022,-0.2158351399420229,0.6415713793460515,-0.5067184252539721,1.0464113066364784,0.9461430950737265,-0.04427015328262737,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,1.2761738047120894,0.9356814928636435,0.7100249340159464,-0.19449210115871898,-0.2940229229794508,-0.46264996716195744,0.1597981905554034,0.8878860859379191,-0.03460145127292817,2.345297723322977,-0.10100493596546713,1.9514551298074192,1.0840643982138038,-0.24939576609842934,2.5928494795997796,1.2346749066112308,2.592750156988211,-0.2072914450684739,0.7371054839109219,2.261719176062951,0.6185183669735254,1.0018512799807084,0.3066990922580224,-0.09684806935880698,0.15309288074344182,0.12724251596182745,0.3898062702205601,-0.23022103962001747,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.2888543186505165,-0.6004639594284872,5.447002898466162
20,RL,Grvl,Reg,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Typ,2Types,RFn,Y,WD ,Normal,-0.9150526824964231,3.1712292632805235,3.8121709748995527,-0.776078802768527,-1.4065275076746626,-0.27633131748228773,-1.0196496376128827,0.6957333446361255,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,1.2761738047120894,-0.2719651782569356,1.572935608829444,-0.19449210115871898,-0.2940229229794508,-0.3329111218868779,1.18144655449561,-0.156057024735477,1.0526213724568956,-0.7831853135907442,-0.10100493596546713,0.14306751232380666,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,2.1621800494542995,-0.6096480506204244,1.6219577177686344,2.4290488717787038,0.15309288074344182,0.12724251596182745,-0.7420601522255925,3.1934272860455373,-0.3588380041723937,-0.1031343162481333,4.404558670184599,-0.06303104887737992,-0.08942227838639759,-0.4480574389864128,-0.6004639594284872,5.271144317949078
20,RL,Pave,Reg,Lvl,AllPub,Inside,Mitchel,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Typ,None,None,Y,New,Partial,0.005151066595778648,-0.22160100541381075,-0.2158351399420229,-0.776078802768527,-0.5067184252539721,1.178685569048355,1.089981587709332,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.5331326024901172,-0.519567885056722,-0.19449210115871898,-0.2940229229794508,0.807425044478295,0.15525753116011357,0.8878860859379191,-0.10095777384798783,-0.7831853135907442,-0.10100493596546713,-0.7512335851626188,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,-0.9251433155072492,-9.160313144327193e-15,-2.323818158763202,-2.1994363150202343,3.622917116223435e-15,0.0,-0.7420601522255925,-0.25986301646560667,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,2.1311337127428396,-0.6004639594284872,5.1673173347481764
20,RL,Pave,Reg,Lvl,AllPub,Inside,Mitchel,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Min1,2Types,RFn,N,WD ,Normal,5.98647543569509,4.233210141592802,-0.2158351399420229,-2.1937289848831054,-0.5067184252539721,-0.6070169735119793,-1.499111279731568,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,0.0,1.234587971675368e-16,0.0,-0.9718823863584536,0.0,-0.2940229229794508,-1.2729487201080683,-2.387511730202179,0.8878860859379191,2.2317221812906483,-0.7831853135907442,-0.10100493596546713,1.0571540323209938,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,-0.7710782226945262,1.6258683618368481,-0.9251433155072492,-1.0125228832707076,2.9372163432792466,2.643029091469911,0.15309288074344182,0.12724251596182745,3.0809572047079157,3.237890251313921,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,15.699334076821037,-0.08942227838639759,-0.07960156016794817,-0.6004639594284872,5.113943352306837
120,RM,Pave,IR1,Lvl,AllPub,FR3,Mitchel,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,-0.36293043304110206,-0.4363579847498182,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,0.8149313474156944,0.6105199455906468,0.1799733309351765,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,-0.2719651782569356,-0.9367511629563773,2.67113351860201,5.05158705135233,-1.2729487201080683,-0.29880840836886724,0.8878860859379191,-0.5705563643791793,-0.7831853135907442,-0.10100493596546713,-1.1152853593606327,2.990455123721322,-0.24939576609842934,-2.833614074134045,1.2346749066112308,-3.448889703020902,-0.2072914450684739,-0.7710782226945262,-2.1892365235197713,-0.9251433155072492,0.7198388971255103,0.3066990922580224,-0.05963411810816225,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.11165313223766059,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.07960156016794817,-0.6004639594284872,5.146128035678238
20,RL,Pave,Reg,HLS,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,PConc,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,1.1093955655064207,1.9213994905135823,3.8121709748995527,-1.4849038938258163,-0.5067184252539721,-0.27633131748228773,-1.0196496376128827,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,1.2761738047120894,0.5331326024901172,0.41799663948618765,-0.19449210115871898,-0.2940229229794508,-0.29194096022106325,0.02811906809199895,-0.156057024735477,-0.30513107407894063,-0.7831853135907442,-0.10100493596546713,-0.9095169652487118,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,-0.9251433155072492,-0.6096480506204244,0.3066990922580224,0.8148937362819889,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.9218809542602713,-0.6004639594284872,5.121395680707224
90,RL,Pave,Reg,Low,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,P,WD ,Normal,1.3854566902340812,1.8850989609095052,-0.2158351399420229,-0.776078802768527,-1.4065275076746626,-0.1440570550704111,-0.8278649807654087,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,2.441679270925788,1.3176663363543044,-1.2000001354088732,1.2057513476301103,-0.7831853135907442,-0.10100493596546713,0.2617800473883764,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,1.3844221849863885,4.464738816859439,-0.7710782226945262,0.9900175476107448,-0.9251433155072492,-0.44849811756031105,0.3066990922580224,0.47996817502618633,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.07960156016794817,-0.6004639594284872,5.155336037465061
120,RM,Pave,Reg,Lvl,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,-1.1911138072240837,-0.7518933574621789,-0.2158351399420229,-0.776078802768527,1.2928997395874087,0.15356003535631127,-0.39634950285859205,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.9356814928636435,0.872506842250549,-0.19449210115871898,-0.2940229229794508,-0.8177247015990172,-0.026368844651478745,-1.2000001354088732,-0.25408774902120246,-0.7831853135907442,-0.10100493596546713,-0.8699461202271885,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,0.6185183669735254,-0.08591076817505616,0.3066990922580224,0.46136119940086395,0.15309288074344182,0.12724251596182745,0.04945482850598271,0.925816057357962,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.07960156016794817,-0.6004639594284872,5.113609151073028
120,RM,Pave,Reg,Lvl,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,-1.1911138072240837,-0.7518933574621789,-0.2158351399420229,-0.776078802768527,-0.5067184252539721,0.15356003535631127,-0.39634950285859205,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.5331326024901172,0.947160691979961,-0.19449210115871898,-0.2940229229794508,-0.6629485353059399,0.20520478450830146,-1.2000001354088732,-0.044810116284475815,-0.7831853135907442,-0.10100493596546713,-0.7077056556389433,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,0.6185183669735254,-0.08591076817505616,0.3066990922580224,0.25668446752231794,0.15309288074344182,0.12724251596182745,3.5004601444956505,0.6293962889020699,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.6573101974689811,-0.6004639594284872,5.127104798364807
160,RM,Pave,Reg,Lvl,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,-2.2493481186801154,-1.0971291634869662,-0.2158351399420229,-1.4849038938258163,-1.4065275076746626,0.02128577294443466,-0.5881341597060661,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.1305837121165908,-0.4185656177757528,-0.19449210115871898,-0.2940229229794508,-0.6037694128997633,-1.1479117152880614,-1.2000001354088732,-1.5659012030050743,0.4915547895099213,-0.10100493596546713,-0.8066327681927514,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,-0.9251433155072492,-0.24706070123516946,-1.0085595332525896,-1.0225451067185947,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.4480574389864128,-0.6004639594284872,4.931966114728173
160,RM,Pave,Reg,Lvl,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,-2.2493481186801154,-1.0340474739302312,-0.2158351399420229,-1.4849038938258163,-0.5067184252539721,-0.044851358261503646,-0.6840264881298032,-0.12275537275885873,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,-0.03018714957835892,-1.1479117152880614,-2.243943246082269,-1.5659012030050743,0.4915547895099213,-0.10100493596546713,-0.8066327681927514,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,-0.9251433155072492,-0.3276356677652261,-1.0085595332525896,-0.8690375578096851,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.9218809542602713,-0.6004639594284872,4.8750612633917
180,RM,Pave,Reg,Lvl,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,Typ,None,None,Y,WD ,Normal,-2.2493481186801154,-1.042297594294794,-0.2158351399420229,-1.4849038938258163,0.39309065716671826,-0.044851358261503646,-0.6840264881298032,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,0.1305837121165908,-0.6842454947539544,2.67113351860201,2.656706476568733,-1.2729487201080683,-0.9572040206858894,-0.156057024735477,-1.3515192377625738,-0.7831853135907442,-0.10100493596546713,-1.7207192881899385,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,-2.240561731019079,-0.2072914450684739,-0.7710782226945262,-2.1892365235197713,-0.9251433155072492,-9.160313144327193e-15,-2.323818158763202,-2.1994363150202343,3.622917116223435e-15,0.0,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,2.1311337127428396,-0.6004639594284872,4.926856708949693
80,RL,Pave,IR1,Lvl,AllPub,Corner,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,0.24184791983449505,0.15041596056363468,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,0.15356003535631127,-0.39634950285859205,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,0.5331326024901172,0.21160070199898975,-0.19449210115871898,-0.2940229229794508,-0.1576498747608932,-0.05134247132557269,-1.2000001354088732,-0.24898341651542863,-0.7831853135907442,-0.10100493596546713,-0.8659890357250363,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,2.1621800494542995,-0.08591076817505616,0.3066990922580224,0.30785365049195446,0.15309288074344182,0.12724251596182745,0.20775782465229775,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.4480574389864128,-0.6004639594284872,5.166726055580051
