,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Street_Pave,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Gr Liv Area,Garage Cars,Overall Qual,Year Built,Mas Vnr Area,SalePrice
2292,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.9728303172831491,0.3066990922580224,-0.776078802768527,0.18662860095928044,0.2360342019896275,5.186108379813206
2294,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.34883590643572754,0.3066990922580224,-0.776078802768527,0.18662860095928044,-0.5712423411944665,5.292256071356476
2295,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.1339284028268561,0.3066990922580224,-0.776078802768527,0.18662860095928044,-0.5712423411944665,5.195899652409234
2296,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.3922812745112956,-2.323818158763202,-0.776078802768527,-0.011782792658534495,-0.5712423411944665,5.139879086401237
2298,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.2142950333625485,-1.0085595332525896,-1.4849038938258163,-0.34246844868822607,0.5387629056836627,4.903089986991944
2301,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.3527104294897723,-1.0085595332525896,-0.776078802768527,0.3519714289741262,-0.5712423411944665,5.095169351431755
2302,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.3527104294897723,-1.0085595332525896,-0.776078802768527,0.38503999457709537,-0.5712423411944665,5.143014800254095
2303,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.0401007538197387,-2.323818158763202,-0.776078802768527,0.6495885194008486,-0.5712423411944665,4.970811610872518
2305,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.4089457757264427,0.3066990922580224,-0.06725371171123777,-0.5739484079090101,-0.4142719022420038,5.175801632848279
2306,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.9411736412659304,-1.0085595332525896,-0.06725371171123777,-0.5078112767030718,0.7966429125341372,5.19728055812562
2308,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.21702717737205493,0.3066990922580224,-0.06725371171123777,-0.4747427111001027,4.485448227917011,5.401400540781544
2309,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.695080800374056,0.3066990922580224,0.6415713793460515,-0.0779199238644728,1.8617994625687055,5.283527364861694
2311,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.4568195670383786,0.3066990922580224,0.6415713793460515,0.8479999130186635,1.0264924838573861,5.346352974450639
2312,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.3389431951803467,0.3066990922580224,-0.06725371171123777,0.7818627818127252,-0.5712423411944665,5.230448921378274
2313,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.0033446142558293834,0.3066990922580224,-0.06725371171123777,0.7818627818127252,-0.5712423411944665,5.273001272063738
2314,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.5466901315433438,0.3066990922580224,-0.06725371171123777,0.8149313474156944,-0.5712423411944665,5.305351369446623
2316,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.9039701157815914,0.3066990922580224,0.6415713793460515,1.1125484378424169,1.9851333788884977,5.505149978319906
2317,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.3369646529292706,1.6219577177686344,0.6415713793460515,1.1456170034453859,-0.41987798934744885,5.380211241711606
2318,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.1165102998532785,0.3066990922580224,1.3503964704033409,1.1125484378424169,0.6396724735816745,5.3979400086720375
2319,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.5961536878202479,1.6219577177686344,1.3503964704033409,1.1125484378424169,-0.5712423411944665,5.380030247967831
2320,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.4093345530125507,1.6219577177686344,0.6415713793460515,1.1125484378424169,0.8190672609559176,5.489958479424835
2321,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.0314329830570037,0.3066990922580224,0.6415713793460515,1.1456170034453859,-0.5712423411944665,5.438898182056245
2323,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.6542850148598869,0.3066990922580224,-0.06725371171123777,0.715725650606787,0.05663941461538438,5.2636360685881085
2324,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0025910124973991043,0.3066990922580224,-0.06725371171123777,0.715725650606787,0.05663941461538438,5.219060332448861
2325,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.2617800473883764,0.3066990922580224,0.6415713793460515,0.8810684786216327,-0.5712423411944665,5.246744709723841
2326,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.5850360360722212,0.3066990922580224,1.3503964704033409,0.5173142569889719,-0.5712423411944665,5.113943352306837
2327,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.5288832512836583,0.3066990922580224,0.6415713793460515,0.5173142569889719,-0.5712423411944665,5.378397900948138
2328,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.4794196950067543,0.3066990922580224,1.3503964704033409,0.45117712578303365,-0.5712423411944665,5.439332693830263
2330,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.74005732478027,1.6219577177686344,2.7680466525179193,1.1456170034453859,3.139987322610188,5.736574964620739
2332,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2.7072582697185132,1.6219577177686344,2.05922156146063,1.1125484378424169,0.5948237767381137,5.745528376744706
2334,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2.3709060870355656,1.6219577177686344,2.7680466525179193,1.1456170034453859,3.543625594202235,5.7283537820212285
2335,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.5628246853899537,1.6219577177686344,2.05922156146063,1.1125484378424169,2.512105566800337,5.603338191489914
2336,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.859606023051378,1.6219577177686344,2.7680466525179193,1.1456170034453859,5.208633464519429,5.642246823807891
2337,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.6230171161287763,0.3066990922580224,-0.776078802768527,-0.772359801526825,-0.5712423411944665,5.227886704613674
2338,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8778602892314933,0.3066990922580224,-0.776078802768527,-0.540879842306041,-0.5712423411944665,5.161368002234975
2340,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.6456172440971519,1.6219577177686344,1.3503964704033409,1.1125484378424169,0.7630063899014666,5.503790683057181
2341,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.9898835957844042,1.6219577177686344,2.05922156146063,1.1125484378424169,1.7833142430924742,5.672097857935717
2342,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.24001608262653862,0.3066990922580224,0.6415713793460515,0.41810856018006454,-0.5712423411944665,5.306425027550687
2344,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.510240207817435,0.3066990922580224,0.6415713793460515,0.18662860095928044,-0.3806353796093332,5.371067862271736
2345,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.14702459682595898,0.3066990922580224,-0.06725371171123777,0.15356003535631127,0.10148811145894515,5.278753600952829
2346,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.7868473456819898,0.3066990922580224,-0.06725371171123777,0.2858342977681879,0.15754898251339614,5.227886704613674
2347,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.7366301876466554,0.3066990922580224,0.6415713793460515,0.5503828225919412,0.0005785435609334068,5.382917135087531
2348,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.706952053880513,0.3066990922580224,0.6415713793460515,0.21969716656224958,-0.1900284180241999,5.2762319579218335
2350,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.5410607206281157,0.3066990922580224,0.6415713793460515,0.21969716656224958,0.46027768620743137,5.3979400086720375
2351,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.1034966673022834,0.3066990922580224,-0.06725371171123777,0.12049146975334213,-0.5712423411944665,5.255031163345551
2352,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.8244396484524369,0.3066990922580224,0.6415713793460515,0.15356003535631127,0.841491609377698,5.235528446907549
2353,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.619060031626624,0.3066990922580224,0.6415713793460515,1.1125484378424169,-0.5712423411944665,5.468824201558616
2354,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.7425658143998839,0.3066990922580224,-0.06725371171123777,0.12049146975334213,0.8190672609559176,5.265996370495079
2355,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8422465287121224,0.3066990922580224,-0.776078802768527,0.12049146975334213,-0.5712423411944665,5.186108379813206
2357,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.3772890997092241,0.3066990922580224,-0.06725371171123777,0.08742290415037297,-0.016239717755401884,5.2576785748691846
2358,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.7848688034309136,0.3066990922580224,-0.06725371171123777,0.08742290415037297,0.41542898936387057,5.190331698170292
2359,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.7987185991884467,-1.0085595332525896,-0.776078802768527,-0.0779199238644728,-0.5712423411944665,5.1423894661188365
2360,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.2577404014381164,-1.0085595332525896,-1.4849038938258163,-0.044851358261503646,-0.5712423411944665,5.064645144791936
2362,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.2379549789273547,0.3066990922580224,-1.4849038938258163,-0.011782792658534495,-0.5712423411944665,4.989004615698537
2363,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.15964945209084622,0.3066990922580224,-0.06725371171123777,1.0133427410335094,-0.5712423411944665,5.278753600952829
2364,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.8066327681927514,0.3066990922580224,-0.06725371171123777,0.05435433854740382,2.3102864310043136,5.023252459633712
2365,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.266490733648959,0.3066990922580224,-0.776078802768527,0.05435433854740382,0.549975079894553,5.098643725817057
2366,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.0143797045557486,-1.0085595332525896,-0.06725371171123777,0.05435433854740382,1.716041197827133,4.919078092376074
2367,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.9293023877594735,-1.0085595332525896,-0.06725371171123777,0.02128577294443466,1.5590707588746704,5.064457989226918
2370,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.0915428523477189,-1.0085595332525896,-0.06725371171123777,0.02128577294443466,2.2542255599498624,4.949390006644912
2372,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.0143797045557486,-1.0085595332525896,-0.06725371171123777,0.02128577294443466,1.0937655291227273,4.975431808509263
2373,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8521392399675031,0.3066990922580224,-0.06725371171123777,0.12049146975334213,-0.5712423411944665,5.165244326125311
2374,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.22296280412528344,-1.0085595332525896,-0.776078802768527,-0.1440570550704111,-0.5712423411944665,5.161368002234975
2375,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.1865128803993745,-1.0085595332525896,-0.776078802768527,-0.1440570550704111,-0.5712423411944665,5.089905111439398
2376,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8798388314825694,-1.0085595332525896,0.6415713793460515,0.15356003535631127,-0.5712423411944665,5.138302698166282
2378,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.950312750762881,1.6219577177686344,2.05922156146063,1.0794798722394476,-0.20124059223509008,5.498310553789601
2379,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2.155244981668264,1.6219577177686344,2.05922156146063,1.1456170034453859,0.6340663864762294,5.614984698585547
2381,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.2340804558733101,1.6219577177686344,1.3503964704033409,1.0794798722394476,0.729369867268796,5.401400540781544
2382,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.1402528068661926,1.6219577177686344,2.7680466525179193,1.1456170034453859,0.0,5.6674529528899535
2384,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.7287160186423508,1.6219577177686344,2.05922156146063,1.1125484378424169,2.613015134698349,5.6180480967120925
2385,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.6931022581229799,1.6219577177686344,2.05922156146063,1.0794798722394476,1.5478585846637802,5.513217600067939
2386,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.7338154821890412,1.6219577177686344,1.3503964704033409,1.1125484378424169,1.5590707588746704,5.512284063281854
2388,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.3974632995060936,1.6219577177686344,2.05922156146063,1.1125484378424169,2.3719533891642093,5.477121254719663
2389,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.1837807363898682,1.6219577177686344,1.3503964704033409,1.1125484378424169,0.4266411635747608,5.440121603187804
2390,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.169930940632335,0.3066990922580224,2.05922156146063,1.1125484378424169,1.5871011944018958,5.529558673021163
2391,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1.6309312851330808,1.6219577177686344,2.05922156146063,1.1125484378424169,1.0320985709628312,5.537819095073274
2392,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.4904547853066734,0.3066990922580224,1.3503964704033409,1.1125484378424169,0.0,5.536726320487027
2393,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.7595365314530313,1.6219577177686344,1.3503964704033409,1.1456170034453859,-0.5712423411944665,5.474560065869779
2394,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.6982017216696703,1.6219577177686344,1.3503964704033409,1.1125484378424169,0.2248220277787373,5.5183823155453435
2396,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.9305273282521194,1.6219577177686344,1.3503964704033409,1.1456170034453859,3.84635429789627,5.44870631990508
2397,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.5783468075605624,1.6219577177686344,2.05922156146063,1.1125484378424169,1.8393751141469252,5.571006173682308
2398,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.5546043005476484,1.6219577177686344,2.05922156146063,1.0794798722394476,3.2072603678755294,5.577491799837225
2400,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.4302623545678506,1.6219577177686344,2.05922156146063,1.1125484378424169,4.306053440542768,5.640634456577733
2402,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.8197289621918542,1.6219577177686344,1.3503964704033409,1.0794798722394476,0.05663941461538438,5.445604203273597
2403,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.26846927590003516,0.3066990922580224,0.6415713793460515,1.1125484378424169,0.7742185641123568,5.269162565431745
2404,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.1292177165662735,0.3066990922580224,2.05922156146063,1.1125484378424169,0.9872498741192705,5.451018452155457
2405,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.2605551068957305,0.3066990922580224,0.6415713793460515,1.1125484378424169,-0.04427015328262737,5.306425027550687
2407,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.3686213289464892,1.6219577177686344,2.05922156146063,1.1456170034453859,2.332710779426094,5.521399628115375
2408,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.32905048392496594,0.3066990922580224,2.05922156146063,1.1456170034453859,2.635439483120129,5.491487761029827
2409,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.1873490436059125,0.3066990922580224,0.6415713793460515,1.0464113066364784,0.3425498569930843,5.2348967457315885
2410,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.363439303951691,0.3066990922580224,-0.06725371171123777,1.1125484378424169,-0.5712423411944665,5.2304233738926404
2411,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.08644338880102821,0.3066990922580224,-0.06725371171123777,1.1125484378424169,-0.5712423411944665,5.231571525528415
2413,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.007301698757981708,0.3066990922580224,0.6415713793460515,1.1456170034453859,-0.5712423411944665,5.254463481742621
2414,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.71882330738697,1.6219577177686344,0.6415713793460515,1.1456170034453859,-0.5712423411944665,5.34086036206488
2415,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.34365388144092934,0.3066990922580224,-0.06725371171123777,1.1456170034453859,-0.5712423411944665,5.241023219159143
2416,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.08644338880102821,0.3066990922580224,-0.06725371171123777,1.1456170034453859,-0.5712423411944665,5.237506037332754
2417,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.7278798554358128,1.6219577177686344,1.3503964704033409,1.0794798722394476,0.7517942156905765,5.41161970596323
2418,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.015215867762286358,0.3066990922580224,0.6415713793460515,1.1456170034453859,-0.5712423411944665,5.267408765016053
2419,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.26846927590003516,0.3066990922580224,0.6415713793460515,1.1456170034453859,-0.49275712171823516,5.32273600446995
2420,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.1133893785576642,0.3066990922580224,0.6415713793460515,1.0464113066364784,-0.47033277329645473,5.3692158574101425
2421,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.08644338880102821,0.3066990922580224,1.3503964704033409,1.0464113066364784,-0.3469988569766626,5.332438459915605
2422,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.02237643500816073,0.3066990922580224,0.6415713793460515,1.0133427410335094,-0.3469988569766626,5.392679370131183
2423,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.16954216334622704,0.3066990922580224,0.6415713793460515,1.0794798722394476,-0.47033277329645473,5.252221753598687
2424,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.09558249829797874,0.3066990922580224,0.6415713793460515,1.0794798722394476,-0.47033277329645473,5.352182518111363
2426,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.7077056556389433,0.3066990922580224,0.6415713793460515,1.1125484378424169,-0.49275712171823516,5.195401449520219
2427,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.012483723752779917,0.3066990922580224,0.6415713793460515,1.1125484378424169,0.2416402890950726,5.329377537222727
2429,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0006124702463229419,1.6219577177686344,0.6415713793460515,1.1456170034453859,-0.31896842144943716,5.391954325687043
2431,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.018419350506008406,0.3066990922580224,-0.06725371171123777,1.0133427410335094,-0.5712423411944665,5.262925469331831
2432,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.16954216334622704,0.3066990922580224,1.3503964704033409,1.0794798722394476,-0.5712423411944665,5.250420002308894
2434,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.8632568917155298,0.3066990922580224,1.3503964704033409,0.947205609827571,-0.3469988569766626,5.362670929725667
2435,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.018419350506008406,0.3066990922580224,0.6415713793460515,1.0464113066364784,-0.5712423411944665,5.2552725051033065
2437,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.7702654059149502,0.3066990922580224,-0.06725371171123777,0.947205609827571,-0.5712423411944665,5.332438459915605
2438,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.7643297791617217,0.3066990922580224,0.6415713793460515,0.8810684786216327,-0.5712423411944665,5.300812794118117
2441,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.5656393908475674,0.3066990922580224,0.6415713793460515,0.9141370442246018,1.121795964649953,5.361727836017593
2442,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.76547215820626,1.6219577177686344,1.3503964704033409,0.8479999130186635,1.8001325044088097,5.541579243946581
2445,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4.20897183828532,1.6219577177686344,2.7680466525179193,0.7818627818127252,7.153945690108878,5.795880017344075
2446,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.681537220454523,1.6219577177686344,2.05922156146063,0.947205609827571,4.345296050280884,5.607455023214668
2450,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.957696972398648,1.6219577177686344,2.05922156146063,0.715725650606787,3.5660499426240153,5.766784515497859
2453,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.570738854394258,1.6219577177686344,1.3503964704033409,0.715725650606787,1.7833142430924742,5.498310553789601
2454,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.9186560747456624,0.3066990922580224,1.3503964704033409,1.1125484378424169,0.5051263830509921,5.401400540781544
2456,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.181802194138792,1.6219577177686344,1.3503964704033409,1.1125484378424169,-0.5712423411944665,5.626340367375042
2457,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.31717923041850893,0.3066990922580224,1.3503964704033409,1.1456170034453859,1.7833142430924742,5.4623979978989565
2458,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.2301233713711578,1.6219577177686344,0.6415713793460515,1.1125484378424169,0.7069455188470156,5.365487984890899
2459,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.008526639250627592,0.3066990922580224,1.3503964704033409,1.1456170034453859,-0.23487711486776067,5.298853076409706
2461,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2.2561506364731483,1.6219577177686344,2.05922156146063,1.1456170034453859,-0.5712423411944665,5.608257458147026
2462,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.021151494515514846,0.3066990922580224,1.3503964704033409,1.1456170034453859,-0.5712423411944665,5.36660971039243
2464,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.10547520955335955,0.3066990922580224,0.6415713793460515,1.1125484378424169,-0.5712423411944665,5.270678836144707
